track,artist,release,streams
Tu Aake Dekhle,King,2020,410639967
Red Leather,Future,2024,22715763
Nice to Meet You,Imagine Dragons,2024,15062636
Verte Ir,DJ Luian,2019,550967367
Pink + White,Frank Ocean,2016,1299650856
Mother,Meghan Trainor,2023,79738242
Flashback (feat. Gazo),Fav?,2023,88014813
Space Song,Beach House,2015,1099069598
OKAY,JT,2024,16446111
Chill Bill,Rob $tone,2016,843861768
My Way,Calvin Harris,2016,1014534913
Big City Life,Luude,2022,181323700
Wife,(G)I-DLE,2024,58909647
'Till I Collapse,Eminem,2002,1958809069
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,2010,662257934
Jumbotron Shit Poppin,Drake,2022,126296463
La Nota,Manuel Turizo,2020,560949285
Solo,Myles Smith,2023,95747052
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,2023,223652808
Elini Ver,Amo988,2024,15352061
Sex Music,Tank,2010,5283089
Porfa,Feid,2019,396184710
P power (feat. Drake),Gunna,2022,307122295
Prada (Valexus Remix),cass?,2023,47098121
"A ver, a ver - Ric Piccolo Edit",Donald,2022,67852
Fight Song,Rachel Platten,2014,897794289
Pepas,Farruko,2022,1490710634
Satu Rasa Cinta,Happy Asmara,2022,3451208
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019,765374782
Losing It,FISHER,2018,523954769
MATHEMATICAL DISRESPECT,Lil Mabu,2023,165642949
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2018,815243082
Dick (feat. Doja Cat),StarBoi3,2021,247462687
Perfect Strangers,Jonas Blue,2016,1050246077
Hey Brother,Avicii,2013,1007623089
Yet To Come,BTS,2022,344744597
Girlfriend,Ruger,2022,56670689
WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,2023,100094720
911,Fuerza Regida,2022,181695722
Always,Daniel Caesar,2023,281707091
YKWIM?,Yot Club,2019,675984633
Damage,H.E.R.,2020,108241832
Rags2Riches 2 (feat. Lil Baby),Rod Wave,2020,227802182
Bellyache,Billie Eilish,2017,965899534
No Wahala,1da Banton,2021,154010050
Wait a Minute!,WILLOW,2015,1081039358
HONEY BEES,Hachi,2023,423395
Gypsy,G.D. Kaur,2022,58989412
Ojos Marrones,Lasso,2022,370988405
WASTE,Kxllswxtch,2021,272051636
512,Mora,2021,475820416
Little Things x Gypsy Woman - L BEATS MASHUP,Jorja Smith,2023,123627077
Wake Up (feat. Chris Brown),Skylar Blatt,2024,8040021
Arranca (feat. Omega),Becky G,2023,161172707
The Family Madrigal,Stephanie Beatriz,2021,217919853
Hasta Abajo,KEVIN ROLDAN,2019,380367132
I'm the One,DJ Khaled,2017,1257029279
Stay With Me,1nonly,2020,398942581
Typa Girl,BLACKPINK,2022,357054107
Ayy Macarena,Tyga,2019,417311779
ELA PIROU NA DODGE RAM,Luan Pereira,2023,149455007
Like What (Freestyle),Cardi B,2024,23475715
Party In The U.S.A.,Miley Cyrus,2009,1587114096
Wet Dreamz,J. Cole,2014,1244864869
Dhani Ho Sab Dhan,Pawan Singh,2023,1332230
Next Level,aespa,2021,245384123
Whiskey Glasses,Morgan Wallen,2016,806728296
Bado Badi,Chahat Fateh Ali Khan,2024,901007
Esta Vida,Marshmello,2023,94359848
Dusk Till Dawn - Radio Edit,ZAYN,2017,1687683940
Shotta Flow [Remix],NLE Choppa,2019,496344788
Bolide allemand,SDM,2022,152546936
Amor Tumbado,Natanael Cano,2019,413743535
New Gold (feat. Tame Impala and Bootie Brown),Gorillaz,2022,155399041
MANIAC,VIVIZ,2023,77590300
Don't Mind,Kent Jones,2016,416147244
Dientes,J Balvin,2023,38622215
Look Alive (feat. Drake),BlocBoy JB,2018,982424606
Wake Up! (feat. Juice WRLD),Ski Mask The Slump God,2024,2886460
Midnight Rain,Taylor Swift,2022,658208129
"Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,2020,112851903
Boo'd Up,Ella Mai,2018,79783827
A M?,Rels B,2019,631152992
Buttabomma - Telugu,Armaan Malik,2019,92120986
Burn It Down,Parker McCollum,2023,42332727
Tu Fan,mafalda cardenal,2023,65670361
Whole Lotta Choppas,Sada Baby,2020,55312275
Heartless,Kanye West,2008,1315577954
Galaxy Express,D Gerrard,2024,20710234
Skate,Bruno Mars,2021,248947222
Mercy,Shawn Mendes,2016,1351515181
Dame Tu Cosita (feat. Cutty Ranks),El Chombo,2018,47325533
Enemy - from the series Arcane League of Legends,Imagine Dragons,2021,313209345
Dear John,Wild Child,2023,271785
Mount Everest,Labrinth,2019,612159812
LAISSE MOI,KeBlack,2023,76805130
This Is The Life,LIZOT,2023,72773866
Baian?,Bakermat,2019,402771910
Homicide (feat. Eminem),Logic,2019,526019789
More Than My Hometown,Morgan Wallen,2020,503296417
Work Out,J. Cole,2011,955547971
Soltera,Lunay,2019,170646969
Fall In Love Alone,Stacey Ryan,2022,250626750
Plain Jane,A$AP Ferg,2017,733772721
ORANGE SODA,Baby Keem,2019,676690653
Clap For 'Em (feat. Flo Milli & Sada Baby),YungManny,2021,21634137
Righteous,Juice WRLD,2020,553627198
Casei Com a Putaria,Mc Paiva ZS,2022,255564797
9mm,Memphis Cult,2023,157826873
SOLO - Live,BLACKPINK,2019,6197708
Envy Me,Calboy,2018,492873992
DEJA VU,Luan Santana,2023,117285775
vendetta!,MUPP,2022,317919778
I'll Be Waiting,Cian Ducrot,2022,185042019
Admirin' You (feat. Preston Pablo),Karan Aujla,2023,97989585
Untitled #13,Glwzbll,2023,32244050
imgonnagetyouback,Taylor Swift,2024,88244010
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2018,475881575
BANZAI!,Kazuo,2022,118164
One Thing Right,Marshmello,2019,545011148
Wildest Dreams,Taylor Swift,2014,964058806
Calling For You (feat. 21 Savage),Drake,2023,74265576
Like That,Future,2024,352623365
What About Us,P!nk,2017,788403596
On The Floor,Jennifer Lopez,2011,456241170
Mentalit?,Baby Gang,2022,120605300
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2018,1569891590
Captain Hook,Megan Thee Stallion,2020,199063354
I'll Be There,Robin Schulz,2023,21067560
Heavy stunts (with Don Toliver),Yeat,2024,11680886
Time Today,Moneybagg Yo,2021,191071471
Hold Me While You Wait,Lewis Capaldi,2019,793528511
messy in heaven,venbee,2022,120785398
Maquillaje,Renn,2024,71320813
Shiver,John Summit,2024,30048265
Coming for You (feat. A1 x J1),SwitchOTR,2021,169896142
Grey,Yung Filly,2024,48858795
Whistle,Flo Rida,2010,814272136
Apaga El Cel,Calle 24,2023,145975016
Leave Me Alone,Flipp Dinero,2018,651863663
Rolling in the Deep - Acapella,Adele,2011,11170019
In My Head,Lil Tjay,2022,237061046
Plan A,Paulo Londra,2022,275416061
GoodSin,Olivetheboy,2023,9513971
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2012,1226381432
River,Bishop Briggs,2016,547304707
Dil Diyan Gallan,Atif Aslam,2017,204127666
Little Bit of Love,Tom Grennan,2021,389164529
I Knew You Were Trouble.,Taylor Swift,2012,839642356
Fresh Out The Slammer,Taylor Swift,2024,105424914
The Real Slim Shady,Eminem,2000,1798020679
Left and Right (Charlie Puth) [feat. Jung Kook of BTS] - Sped Up Version,sped up nightcore,2022,3492767
Save Me,Jelly Roll,2020,143528699
Best For Me,Joyner Lucas,2024,18852560
Ni Me Debes Ni Te Debo,Carin Leon,2023,168963270
Ya No Vuelvas,Luck Ra,2022,28739240
Scared To Be Lonely,Martin Garrix,2015,1254883107
21,Polo G,2020,500766243
I Gotta Feeling,Black Eyed Peas,2009,1423655688
NOSTYLIST,Destroy Lonely,2022,100973437
Respect (2021 Remaster),Aretha Franklin,2021,607726217
SO DONE,The Kid LAROI,2020,428787524
The Boat Beat,Ricky Desktop,2020,13847072
No Es Justo,J Balvin,2018,580941059
New Jeans,NewJeans,2023,253890110
Cat Partying (TikTok Sped Up) - Remix,Music Factory,2023,2368578
WANNABE,ITZY,2020,365845397
No Angels,Justin Timberlake,2024,11092257
Champagne Poetry,Drake,2021,308396120
Imitadora,Romeo Santos,2017,503904686
20 Min,Lil Uzi Vert,2017,1006734157
Om Jai Jagdish Hare,Shivali,2023,8313
Ya No Tiene Novio,Sebastian Yatra,2018,431529832
Your Power,Billie Eilish,2021,423439672
Bling Bling,Grupo Marca Registrada,2023,96383243
PERO T?,KAROL G,2023,212911684
N'y pense plus,Tayc,2020,177952382
Body,Megan Thee Stallion,2020,327693363
Where You Are,John Summit,2023,123058600
Scream & Shout,will.i.am,2012,767661283
Princess Diana (with Nicki Minaj),Ice Spice,2023,220270601
This Is Me,Keala Settle,2017,809894358
QUE PRETENDES,J Balvin,2019,806817589
The Chicken Wing Beat,Ricky Desktop,2020,68033539
Rim Tim Tagi Dim,Baby Lasagna,2024,34926866
Baila Baila Baila,Ozuna,2019,563326343
Ms. Jackson,Pashanim,2023,91200208
Happier (feat. Clementine Douglas),The Blessed Madonna,2024,30812151
Sin Tanto Royo,Luis R Conriquez,2023,92158242
Rhyme Dust,MK,2023,116992202
Tu Foto,Q' Lokura,2024,9244547
Loco,Justin Quiles,2021,417078369
Siempre Pendientes,Peso Pluma,2022,395739041
LALALI,SEVENTEEN,2024,11282322
Slut Me Out,NLE Choppa,2022,346862697
Real Love,Martin Garrix,2023,23089149
A Tu Merced,Bad Bunny,2020,778269101
Cake By The Ocean,DNCE,2012,1623436416
Exchange,Bryson Tiller,2015,989672356
Wasted Love (feat. Lagique),Ofenbach,2021,385903701
She Got the Best of Me,Luke Combs,2018,572628080
Y Si Se Quiere Ir,"Luis Angel ""El Flaco""",2021,110244949
Camelot,NLE Choppa,2019,537163250
Stuck In The Middle,Tai Verdes,2020,143421888
Step Back!,1nonly,2022,166436749
UK Rap,Dave,2023,107742416
Yugur,Dildora Niyozova,2024,17009
Mi Cama,KAROL G,2018,224367887
Always This Same Old Song,Bingo Club,2023,84198
True Love,Kanye West,2022,269363579
La Triple T,TINI,2022,265244748
Car's Outside,James Arthur,2019,578464780
Northern Attitude (with Hozier),Noah Kahan,2023,269280631
Paradise,Coldplay,2011,1291954163
Vamos Aclarando Muchas Cosas - En Vivo,Codiciado,2022,145135597
Peru,Fireboy DML,2020,316588910
Just Pretend,Bad Omens,2022,209635991
older,Isabel LaRosa,2023,174933335
Glorious (feat. Skylar Grey),Macklemore,2017,899431434
Alone,Burna Boy,2022,139783785
Delicate,Taylor Swift,2017,987770768
Labios Mordidos (with KAROL G),Kali Uchis,2023,91553012
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,2021,203081704
Ni**as In Paris,JAY-Z,2011,1436087930
Be My Lover (feat. La Bouche) - 2023 Mix,Hypaton,2023,136778408
On The Radar Freestyle,Drake,2023,86155124
Forever (feat. Fridayy),Lil Baby,2022,101717995
Reminder,The Weeknd,2016,1015965940
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,2023,265932119
icantbelieveiletyougetaway,aldn,2024,3162942
Funk Estranho,prod.67,2024,3589
Yo No Soy Celoso,Bad Bunny,2022,370800055
Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,2020,437558372
JEALOUSY (feat. Cardi B),Offset,2023,58058696
Clash (feat. Stormzy),Dave,2021,237619076
Salt,Ava Max,2019,388802420
Fire On Fire,Sam Smith,2018,697834321
Problema,Carlos Agassi,2023,125395
Shoong! (feat. LISA of BLACKPINK),TAEYANG,2023,156994096
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,2019,239850720
Boyz In Paris (with VINAI),Marnik,2023,136709117
3 Nights,Dominic Fike,2018,987061577
Ngozi,Crayon,2023,48581084
July,Noah Cyrus,2019,977870118
Perro Fiel (feat. Nicky Jam),Shakira,2017,433482670
Andamos Mejor,Los Gemelos De Sinaloa,2022,209092342
Drag Me Down,One Direction,2015,1125333823
Tu Turrito,Rei,2022,187818818
greedy,Tate McRae,2023,1256101755
Meet Me At Our Spot,THE ANXIETY,2020,609716786
Get Off The Wall,Philly Goats,2023,8470479
It'll Be Okay,Shawn Mendes,2021,344658498
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,2011,1318596835
Number 2,Lil Tecca,2024,20742763
Tuesday (feat. Drake),ILOVEMAKONNEN,2014,242892279
Killshot,Eminem,2018,415971193
Jai Jai Shivshankar (The Unwind Mix),Benny Dayal,2022,6355
Fuck Niggaz,YoungBoy Never Broke Again,2024,11393565
Drama (feat. Drake),Roy Woods,2015,497826683
Entre Nosotros,Tiago PZK,2021,472107491
Lucky You (feat. Joyner Lucas),Eminem,2018,709560621
Casanova,Soolking,2023,68705759
Fruto,Bizarrap,2023,188131570
Bandana,Fireboy DML,2022,118971684
the perfect pair,beabadoobee,2022,230129740
F.N.F. (Let's Go),Hitkidd,2022,68460285
Falling Angel,HCTM,2022,72997
Sofia,Clairo,2019,728920951
Speed Drive (From Barbie The Album),Charli xcx,2023,222975612
A N X I E T Y (feat. Doechii),Sleepy Hallow,2023,63607535
Forever,Labrinth,2019,321892912
SLUT ME OUT 2,NLE Choppa,2024,21488710
He Ya Pyar Sajena,TOADI,2022,3574
Silent Hill,Kendrick Lamar,2022,151507054
The Autotrem 1.0,DJ RICK 013,2023,45821951
Revenge,XXXTENTACION,2017,1356969354
Attention,NewJeans,2022,384965888
Spring Snow,10CM,2024,18800716
Tshwala Bam (feat. S.N.E) - Remix,TitoM,2024,13092462
21 Reasons (feat. Ella Henderson),Nathan Dawe,2022,305830522
Yeshua (dance cruise),Dj Bentoa,2023,4546579
Zaalim,Badshah,2024,7682285
Aa,Roach Killa,2023,22552299
Rojo,J Balvin,2020,606603985
Wonder,Shawn Mendes,2020,595220757
Search Bar,NANI,2023,6610
Midnight City,M83,2011,1081517243
Better Together,Luke Combs,2019,356603747
Sal y Perrea,Sech,2021,266525796
IDGAF (feat. Chris Brown and Mariah the Scientist),Tee Grizzley,2023,20520983
drunk text,Henry Moodie,2023,238841927
Ginza,J Balvin,2015,521328627
Hari Hari Odhani,Pawan Singh,2022,35308201
AM Remix,Nio Garcia,2021,571325612
Baby Me Atende,Matheus Fernandes,2021,258464933
Hello Koun,Ritesh Pandey,2019,4078322
La Jeepeta,Nio Garcia,2020,80772450
Jumpman,Drake,2015,820380309
Creatures in Heaven,Glass Animals,2024,18564601
die,lucidbeatz,2023,28779088
Late At Night,Roddy Ricch,2021,257661585
Blank Space (Taylor's Version),Taylor Swift,2023,177731392
Dancing in My Room,347aidan,2020,335188091
Wild Ones (feat. Sia),Flo Rida,2011,886640358
Heartless (feat. Morgan Wallen),Diplo,2019,548333714
CAKE,ITZY,2023,73213687
I AM WOMAN,Emmy Meli,2021,257984057
Personal,HRVY,2017,314089265
Lionheart (Fearless),Joel Corry,2022,110545738
Nevermind,Dennis Lloyd,2016,968235402
Needle (feat. Drake),Nicki Minaj,2023,70351205
Dale Don Dale,ElMusto,2024,14289955
Slow Hands,Niall Horan,2017,946043494
I Wrote The Book,Morgan Wallen,2023,140137839
It's Plenty,Burna Boy,2022,134909945
sneaky,21 Savage,2024,54062895
Magnolia,Playboi Carti,2017,834795353
Moletom,Luan Pereira,2023,139669652
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,2023,269790122
Hot N Cold,Katy Perry,2008,886077008
Matilda,Harry Styles,2022,502585349
Why'd You Only Call Me When You're High?,Arctic Monkeys,2013,1687828519
Beauty And A Beat,Justin Bieber,2012,827079737
GIRL LIKE ME,Black Eyed Peas,2020,529297852
Khalasi | Coke Studio Bharat,Aditya Gadhvi,2023,45526343
Never Be the Same,Camila Cabello,2017,862685616
If I Can't Have You,Shawn Mendes,2018,1015502663
Chica Ideal,Sebastian Yatra,2020,494889776
august,Taylor Swift,2020,1101296591
Doomsday,Juice WRLD,2023,78001581
Body Moving,Eliza Rose,2023,40047588
FANCY,TWICE,2019,475639302
MODERN JAM,Travis Scott,2023,104724143
I'm an Albatraoz,AronChupa,2011,568692309
Maybach (feat. Future),42 Dugg,2021,75717094
Epidemic,Polo G,2020,171728710
BOUNCY (K-HOT CHILLI PEPPERS),ATEEZ,2023,95981326
Liquor & Cigarettes (feat. ArrDee),Chase & Status,2023,44316864
pa,TINI,2024,29604808
My Type,Saweetie,2019,390907316
UNA BALA,Milo j,2023,94097213
"She Don't Know (From ""Blessed"")",Millind Gaba,2019,32433183
Take My Name,Parmalee,2021,120964748
Danza Kuduro - Cover,LOVE BGM JPN,2023,1648192461
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap,2023,170834610
Good Feeling,Flo Rida,2011,662305046
Amor Na Praia,NATTAN,2024,45545495
Cool Kids,Echosmith,2013,570026061
Too Rolling Stoned - 2024 Remaster,Robin Trower,2024,8820808
GATTI,JACKBOYS,2019,415532384
El Envidioso,Los Dos Carnales,2020,250593875
Smells Like Teen Spirit,Nirvana,2015,87429
Sability,Ayra Starr,2023,44122161
Naach Meri Rani,Guru Randhawa,2020,77941531
Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Durdenhauer,2022,99316941
Antidote,Travis Scott,2015,693552475
World Cup,IShowSpeed,2022,75577819
Summer Too Hot,Chris Brown,2023,41255598
Aria,Argy,2023,40556347
Lua,Ana Castela,2024,69417527
Tu Falta De Querer,Mon Laferte,2015,522954525
Christmas Love,Jimin,2020,32018123
Never Lose Me (feat. Lil Yachty),Flo Milli,2023,45943524
Be Like That - feat. Swae Lee & Khalid,Kane Brown,2020,409441742
all-american bitch,Olivia Rodrigo,2023,231346336
"Soweto (with Don Toliver, Rema & Tempoe)",Victony,2023,127806442
Drankin N Smokin,Future,2020,300694036
Count Me Out,Kendrick Lamar,2022,201021118
"MHD: Bzrp Music Sessions, Vol. 44",Bizarrap,2021,27327435
Exclusive.mp3,Emilia,2023,107659341
Pointless,Lewis Capaldi,2022,146341441
Say My Name (feat. Bebe Rexha & J Balvin) - Corey James Remix,Bebe Rexha,2018,2447043
Old Love,yuji,2022,262082601
Rover (feat. DTG),S1mba,2019,384524938
Me Enter?,Tiago PZK,2023,144493101
fast,Sueco,2019,184246401
"Saari Duniya Jalaa Denge (From ""Animal"")",Jaani,2023,107595657
Truth Hurts,Lizzo,2016,990118320
Calor,Nicky Jam,2023,53809529
Ya No Estoy Dolido,Adrian L Santos,2024,84049041
Aguacero,Bad Bunny,2022,342075557
Quiere Beber,Anuel AA,2018,432365949
My Ordinary Life,The Living Tombstone,2017,516198914
Won't Forget You - Edit,Shouse,2022,142809304
Enough,charlieonnafriday,2022,127772228
Elastic Heart,Sia,2011,924784325
Freaky Deaky,Tyga,2022,175043767
IMAN (Two Of Us),Maria Becerra,2024,13528794
Straight and Narrow,Sam Barber,2023,174154846
Bhai Tera Gunda,Aman Jaji,2023,19938326
Chasing That Feeling,TOMORROW X TOGETHER,2023,76642740
SUBMARINER,AKDO,2024,49161062
To. X,TAEYEON,2023,43428134
2 Phones,Kevin Gates,2015,384977271
Love Lost,Mac Miller,2022,240912994
Melhor S?,KayBlack,2023,178044172
It's Getting Hot,NLE Choppa,2023,88138772
On Chill (feat. Jeremih),Wale,2019,153042459
Tourniquet,Zach Bryan,2023,159880836
Strike (Holster),Lil Yachty,2023,86574948
Bad Boy (with Young Thug),Juice WRLD,2021,235609054
Collide (feat. Tyga),Justine Skye,2014,394458820
Magic Johnson,ian,2024,3884887
Love seeker,JO1,2024,5148212
Wine Into Whiskey,Tucker Wetmore,2024,41953270
Masterplan,BE:FIRST,2024,13407929
Rungkad,Happy Asmara,2022,43407503
Right On,Lil Baby,2022,121466936
Miss You - Remix,Oliver Tree,2022,19182347
Low (feat. T-Pain),Flo Rida,2007,1057114779
Me Too,Meghan Trainor,2016,486842946
DONDE SE APRENDE A QUERER?,Mora,2023,170061927
Don't Go Insane,DPR IAN,2023,76033359
What He'll Never Have,Dylan Scott,2024,33733960
Purple Stain,Alex Temple,2023,8104
Jimmy Cook's (feat. 21 Savage),Drake,2022,971473231
Venom,Sintage,2023,15579
Thotiana,Blueface,2018,374553396
Hasbi Rabbi,Huda Sisters,2019,693675
Nobody - from Kaiju No. 8,OneRepublic,2024,34203987
Asking,Sonny Fodera,2023,86564714
SAY for thank YOU,Uni kukka,2023,2814
The Bigger Picture,Lil Baby,2020,254130819
Cash In Cash Out,Pharrell Williams,2022,172589732
Off The Grid,Kanye West,2021,266927787
Sex on Fire,Kings of Leon,2008,1427050913
Bangarang (feat. Sirah),Skrillex,2011,474420154
A Cold Sunday,Lil Yachty,2024,56789868
Raindrops (Insane) [with Travis Scott],Metro Boomin,2022,197477305
Weekend,Ashley Mehta,2022,546633
Touching The Sky,Rauw Alejandro,2024,10100645
Giant (with Rag'n'Bone Man),Calvin Harris,2019,670319557
Tap In,Saweetie,2020,243703179
Vacation,Dirty Heads,2017,253490559
Gitana (feat. Bryartz),Pablo Chill-E,2024,47329404
Una Vez,Bad Bunny,2020,563826995
Slumber Party (feat. Princess Nokia),Ashnikko,2021,345069681
Piya Chhod Dihin Na,Pawan Singh,2024,1540667
CASE 143,Stray Kids,2022,195260412
Give It To Me - Full Vocal Mix,Matt Sassari,2021,476476352
Slow Dancing,V,2023,371463000
F**kin' Problems,A$AP Rocky,2012,803286487
Are You Entertained (feat. Ed Sheeran),Russ,2022,65786757
Vamos Para Arriba,Junior H,2022,223422665
Best Day Of My Life,American Authors,2013,999525686
One Man Band,Old Dominion,2019,439281048
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,2019,129283318
Vai Novinha Ah Ah Ah,Dyamante DJ,2023,110960415
Saiyan,Heuss L'enfoir?,2023,107498014
Heart Attack,Demi Lovato,2013,826593536
Beer Never Broke My Heart,Luke Combs,2019,553360461
WUSYANAME,"Tyler, The Creator",2021,331749982
Bodak Black,Young Sunny Boy,2023,2974
Heartbroken (feat. Jessie Murph & Polo G),Diplo,2023,90619651
Snow On The Beach (feat. Lana Del Rey),Taylor Swift,2022,429910250
Dura,Daddy Yankee,2018,659555409
Lo Que Tiene,Morad,2024,52602574
What If I Told You That I Love You,Ali Gatie,2020,397893665
Bent,41,2023,104897425
Linda Guajira,Mongo Santamaria,2024,10747498
All Out Of Fight,P!nk,2023,31809079
2 Balas,Roylimar y Royerlin,2024,853397
Stop Giving Me Advice (with Jack Harlow & Dave),Lyrical Lemonade,2023,33319902
Rich Nigga Shit (feat. Young Thug),21 Savage,2020,433309786
What Would Pluto Do,Drake,2023,59262518
So Far Away,Down Time,2022,29375
Fake Love,Drake,2017,967826246
Hijo Mio,Misael De La Rosa,2022,1612356
Car Keys (Ayla),Alok,2023,107592134
MONTAGEM ANOS 2000,DJ Arana,2023,101571557
Ai Preto,L7NNON,2022,219756697
2002,Anne-Marie,2015,1531490541
We Don't Fight Anymore (feat. Chris Stapleton),Carly Pearce,2023,48751057
Halfway To Hell,Jelly Roll,2023,38159739
Dark Horse,Katy Perry,2013,1445950326
Just Wanna Rock,Lil Uzi Vert,2022,665145968
Are You Bored Yet? (feat. Clairo),Wallows,2019,842749499
YEAH RIGHT,Joji,2018,707551397
Let You Love Me,Rita Ora,2018,527760843
eternal sunshine,Ariana Grande,2024,113104452
Por Primera Vez,Camilo,2020,297150374
We Are Never Ever Getting Back Together,Taylor Swift,2012,669895431
Soundgasm,Rema,2021,142352659
WANDA,Quevedo,2023,306952759
DARBA 9ADIYA,Moha K,2023,46356684
Le Va Doler,Grupo Frontera,2023,129573063
Never Gonna Give You Up (2022 - Remaster),Rick Astley,2022,839345554
Million Dollar Baby,Ava Max,2022,106218899
should've wore a bonnet,21 Savage,2024,51365907
Low Down,Lil Baby,2020,241293946
No Money,Galantis,2016,872428879
Oklahoma Smokeshow,Zach Bryan,2022,283406755
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Lil Wayne,2011,420074095
Style,Taylor Swift,2014,1216966135
FEEL,Davido,2023,65174919
Grenade,Bruno Mars,2010,1313545266
Trust,Brent Faiyaz,2018,526007719
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021,2014959725
hakuna matata,Gunna,2024,18861338
Little Talks,Of Monsters and Men,2011,1050676021
Not Even Ghosts Are This Empty,$uicideboy$,2023,73979851
Shadow,Livingston,2024,34343044
Aye (feat. Travis Scott),Lil Uzi Vert,2023,73140012
Love Tonight - Edit,Shouse,2017,450102131
Murder on the Dance Floor - triple j Like A Version,Royel Otis,2024,33867992
Without Me,Eminem,2002,2146682342
Leave a Light On,Tom Walker,2017,616379687
Ahora Me Llama,KAROL G,2017,338782953
Amigos Con Derechos,Reik,2018,503187980
Lost Boy,Ruth B.,2015,840781611
"10,000 Hours (with Justin Bieber)",Dan + Shay,2019,1060319450
More Than You Know,Axwell /\ Ingrosso,2017,1346174222
act iii: on god? (she like),4batz,2024,23065156
Diamondz n Roses,VaporGod,2023,33044062
Mala Fama,Danna Paola,2019,346737588
banking on me,Gunna,2022,170941932
Main Sharabi,Rajeev Raja,2020,5984965
Paris,The Chainsmokers,2017,1188567787
Ayang,Nabila Maharani,2022,1088915
You & Me (Coachella ver.),JENNIE,2023,68266114
Heavy On My Heart,LUCKI,2024,3495596
Not So Bad (Leans Gone Cold),Rae Sremmurd,2023,45382812
JGL,La Adictiva,2022,437825141
Swimming Pools (Drank),Kendrick Lamar,2012,731646994
Kool-Aid,Bring Me The Horizon,2024,49756092
Can't Remember to Forget You,Shakira,2014,526083566
Bad Things (with Camila Cabello),mgk,2016,683966195
Feather - Sped Up,Sabrina Carpenter,2023,22007314
Softcore,The Neighbourhood,2018,915401494
Sacrifice,The Weeknd,2021,387273112
The Prophecy,Taylor Swift,2024,81419779
Attention,Doja Cat,2023,124343335
Replay,Iyaz,2009,941989512
MVP,Shubh,2024,13194395
Around Me (feat. Don Toliver),Metro Boomin,2022,223785164
PHONKY TOWN,PlayaPhonk,2021,272702293
We Rollin,Shubh,2021,258337879
Si Te La Encuentras Por Ah?,Feid,2022,245582383
Daru Badnaam,Param Singh,2016,92896589
NARCISSISTIC PERSONALITY DISORDER,Odetari,2023,183162195
Memory Lane,Old Dominion,2023,116035112
24 (feat. Lil Baby),Money Man,2020,390733154
THE SHADE,Rex Orange County,2022,350427750
You,Regard,2021,313144836
Thinking out Loud,Ed Sheeran,2011,2502925593
Mbappe,Eladio Carrion,2022,204730798
PRIMER AVISO,Maria Becerra,2024,28563790
Butakera,La Joaqui,2022,127392768
Savage,aespa,2021,222400657
Mad at Disney,salem ilese,2020,335604759
Dilemma,Green Day,2023,15987089
Kitchen Stove,Pozer,2024,20395364
Luchtballon,Joost,2024,4794950
Trojan Horse,Dave,2023,76510509
Porque Te Vas,Victor Cibrian,2024,31438986
Neon Pill,Cage The Elephant,2024,12032878
Beautiful Girl,Luciano,2022,191569959
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,2018,589832336
Spotless (feat. The Lumineers),Zach Bryan,2023,157676395
These Walls,Dua Lipa,2024,37789672
Egwu,Chike,2023,35119540
CUAL ES ESA,Feid,2023,84131713
Armed And Dangerous,Juice WRLD,2018,786839663
Salimo de Noche,Tiago PZK,2021,315581950
"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,2021,312622847
Love,Kouz1,2023,41059494
La Gozadera,Gente De Zona,2011,613120952
Skechers,DripReport,2020,402600493
I Feel Like I'm Drowning,Two Feet,2017,503915156
Ando Enfocado,Jaziel Avilez,2022,191918763
First Person Shooter (feat. J. Cole),Drake,2023,328526298
Downtown,Anitta,2017,678928131
"Go Loko (feat. Tyga, Jon Z)",YG,2019,359828344
REMIX EXCLUSIVO,Feid,2023,185448173
"ZEIT, DASS SICH WAS DREHT",$OHO BANI,2024,54065563
penjaga hati,Nadhif Basalamah,2023,252681087
"Vaathi Coming (From ""Master"")",Anirudh Ravichander,2020,94152948
